positions,skills
"['agile project lead', 'project manager']","['Presentation', 'Scope Management', 'Risk Management', 'MS Project', 'Customer Retention', 'Time Management', 'A/B Testing', 'Communication', 'Wireframing', 'Reporting', 'User Research', 'Google Analytics', 'Issue Tracking', 'Team Coordination', 'Budgeting']"
"['ai researcher', 'data scientist']","['Deep Learning', 'Big Data', 'Visualization', 'Regression', 'PyTorch', 'Predictive Modeling', 'CNN', 'Classification', 'Python', 'Dimensionality Reduction', 'TensorFlow']"
['cloud data engineer'],"['Docker', 'Code Review', 'Deployment', 'ETL Pipelines', 'Infrastructure as Code', 'Microservices', 'Data Structures', 'Debugging', 'System Design', 'Git', 'Golang', 'DevOps', 'Version Control', 'API Integration', 'Object-Oriented Design', 'Algorithms', 'Testing']"
"['project manager', 'agile project lead']","['Scope Management', 'A/B Testing', 'Customer Retention', 'MS Project', 'Time Management', 'Budgeting', 'Wireframing', 'User Research', 'Team Coordination', 'Reporting', 'Presentation', 'Project Planning', 'Risk Management', 'Documentation', 'Stakeholder Management', 'Performance Metrics', 'Scheduling', 'Communication']"
"['agile project lead', 'assistant project manager']","['Time Management', 'Communication', 'Project Planning', 'Customer Retention', 'Google Analytics', 'A/B Testing', 'Issue Tracking', 'MS Project', 'Reporting', 'Risk Management', 'Scope Management', 'User Research', 'Stakeholder Management', 'Presentation', 'Performance Metrics', 'Budgeting', 'Wireframing']"
['assistant project manager'],"['Performance Metrics', 'Issue Tracking', 'Scheduling', 'Reporting', 'Stakeholder Management', 'Scope Management', 'Communication', 'Google Analytics', 'Budgeting', 'Presentation', 'Project Planning', 'Customer Retention', 'MS Project', 'A/B Testing', 'Risk Management', 'Time Management', 'Team Coordination', 'Wireframing']"
['android intern'],"['Fragments', 'Android SDK', 'Glide', 'Firebase', 'Play Store Deployment', 'Notifications', 'MVVM', 'Retrofit', 'Java', 'Kotlin', 'UI Design', 'Testing']"
"['cloud data engineer', 'devops engineer']","['Programming', 'ETL Pipelines', 'Databases', 'Object-Oriented Design', 'CI/CD', 'Terraform', 'Testing', 'System Design', 'Debugging', 'Algorithms']"
['devops engineer'],"['DevOps', 'Testing', 'Programming', 'Terraform', 'Code Review', 'Algorithms', 'Web Development', 'API Integration', 'System Design', 'Data Structures']"
"['android developer', 'mobile application developer']","['Java', 'Firebase', 'Kotlin', 'Testing', 'REST APIs', 'XML', 'App Lifecycle', 'Android SDK', 'Fragments', 'Notifications', 'Glide', 'React Native', 'Version Control', 'Bug Fixing']"
['android intern'],"['Glide', 'Testing', 'Retrofit', 'App Lifecycle', 'Version Control', 'React Native', 'UI Design', 'Android SDK', 'Performance Optimization', 'Java', 'Firebase', 'Bug Fixing']"
['android intern'],"['Kotlin', 'Glide', 'MVVM', 'XML', 'Version Control', 'Testing', 'UI Design', 'REST APIs', 'Firebase', 'Bug Fixing', 'App Lifecycle', 'React Native', 'Java', 'Fragments']"
"['android developer', 'mobile application developer']","['Testing', 'UI Design', 'Android SDK', 'Bug Fixing', 'Java', 'Retrofit', 'Version Control', 'REST APIs', 'Firebase', 'App Lifecycle', 'Play Store Deployment', 'XML', 'React Native']"
['software engineer'],"['Git', 'API Integration', 'ETL Pipelines', 'Data Structures', 'DevOps', 'Infrastructure as Code', 'Microservices', 'Programming', 'CI/CD', 'Algorithms', 'Deployment', 'Web Development', 'Golang', 'Terraform', 'Debugging', 'Version Control', 'Object-Oriented Design', 'Code Review', 'System Design', 'Testing']"
"['software engineer', 'devops engineer']","['Microservices', 'Data Structures', 'Object-Oriented Design', 'Version Control', 'Testing', 'Algorithms', 'Golang', 'Terraform', 'DevOps', 'System Design', 'CI/CD', 'Web Development', 'API Integration', 'Infrastructure as Code', 'Deployment', 'Docker', 'Programming', 'Code Review']"
"['mobile application developer', 'android developer']","['MVVM', 'REST APIs', 'React Native', 'Android SDK', 'XML', 'Performance Optimization', 'Glide', 'Kotlin', 'Fragments', 'Testing', 'UI Design', 'Java', 'Retrofit']"
['data scientist'],"['Regression', 'Classification', 'Visualization', 'Python', 'Data Cleaning', 'TensorFlow', 'PyTorch', 'Clustering', 'CNN', 'Big Data', 'RNN']"
"['project manager', 'agile project lead']","['Google Analytics', 'Communication', 'Time Management', 'Performance Metrics', 'Documentation', 'Team Coordination', 'Issue Tracking', 'Scope Management', 'Wireframing', 'Scheduling', 'Reporting', 'Customer Retention']"
"['android intern', 'android developer']","['Play Store Deployment', 'Performance Optimization', 'Firebase', 'Kotlin', 'Version Control', 'REST APIs', 'Glide', 'UI Design', 'Testing', 'Bug Fixing', 'Retrofit', 'App Lifecycle', 'Fragments', 'Java', 'React Native', 'Notifications', 'Android SDK', 'XML', 'MVVM']"
['android developer'],"['Firebase', 'Kotlin', 'UI Design', 'MVVM', 'REST APIs', 'Java', 'Bug Fixing', 'Retrofit', 'Glide', 'Fragments', 'Testing']"
['machine learning engineer'],"['Snowflake', 'NLP', 'Python', 'Clustering', 'Statistics', 'SQL', 'Big Data', 'Predictive Modeling', 'Exploratory Data Analysis', 'Data Analysis', 'Regression', 'Feature Engineering', 'Dimensionality Reduction', 'Machine Learning', 'TensorFlow', 'Deep Learning']"
['machine learning engineer'],"['Statistics', 'Feature Engineering', 'SQL', 'Data Cleaning', 'Deep Learning', 'NLP', 'CNN', 'Classification', 'Big Data', 'PyTorch', 'Dimensionality Reduction', 'Python', 'Visualization', 'Snowflake', 'Exploratory Data Analysis']"
"['assistant project manager', 'agile project lead']","['Budgeting', 'Performance Metrics', 'Scope Management', 'Time Management', 'MS Project', 'Risk Management', 'Presentation', 'Team Coordination', 'Stakeholder Management', 'Wireframing', 'User Research', 'Project Planning', 'Issue Tracking', 'Customer Retention', 'Google Analytics', 'Scheduling', 'Communication']"
['android intern'],"['MVVM', 'Firebase', 'Kotlin', 'Glide', 'UI Design', 'Retrofit', 'Fragments', 'Java', 'Android SDK', 'REST APIs', 'App Lifecycle', 'XML', 'Performance Optimization', 'React Native', 'Play Store Deployment', 'Notifications', 'Version Control']"
"['agile project lead', 'project manager']","['User Research', 'Stakeholder Management', 'Communication', 'Budgeting', 'Performance Metrics', 'Google Analytics', 'Scope Management', 'Documentation', 'Wireframing', 'A/B Testing', 'Team Coordination', 'Presentation', 'Scheduling', 'Time Management']"
['ai researcher'],"['Big Data', 'Classification', 'TensorFlow', 'Tableau', 'Python', 'Regression', 'Dimensionality Reduction', 'Visualization', 'ANN', 'Snowflake', 'Clustering', 'Statistics']"
['cloud data engineer'],"['Programming', 'ETL Pipelines', 'Microservices', 'Code Review', 'Object-Oriented Design', 'System Design', 'CI/CD', 'Terraform', 'Golang', 'Databases', 'Version Control', 'Git', 'Web Development', 'Infrastructure as Code']"
['android intern'],"['App Lifecycle', 'XML', 'UI Design', 'Fragments', 'Android SDK', 'Version Control', 'Notifications', 'Glide', 'REST APIs', 'Performance Optimization', 'Java', 'React Native', 'MVVM', 'Retrofit']"
"['cloud data engineer', 'devops engineer']","['Object-Oriented Design', 'Docker', 'Git', 'System Design', 'Infrastructure as Code', 'Terraform', 'Version Control', 'Databases', 'Microservices', 'Code Review', 'Data Structures', 'Golang']"
"['android developer', 'mobile application developer']","['REST APIs', 'XML', 'Java', 'Notifications', 'Testing', 'MVVM', 'UI Design', 'Performance Optimization', 'App Lifecycle', 'Retrofit', 'React Native', 'Android SDK', 'Fragments', 'Play Store Deployment', 'Kotlin', 'Bug Fixing', 'Firebase', 'Glide', 'Version Control']"
['mobile application developer'],"['Retrofit', 'Performance Optimization', 'Firebase', 'Testing', 'UI Design', 'Android SDK', 'Glide', 'Java', 'Fragments', 'Play Store Deployment', 'Version Control', 'Notifications', 'Kotlin', 'App Lifecycle']"
"['android intern', 'android developer']","['App Lifecycle', 'XML', 'Firebase', 'Bug Fixing', 'REST APIs', 'MVVM', 'Retrofit', 'React Native', 'Kotlin', 'UI Design', 'Glide', 'Performance Optimization', 'Play Store Deployment', 'Java', 'Testing', 'Android SDK']"
"['android developer', 'android intern']","['Play Store Deployment', 'Fragments', 'REST APIs', 'UI Design', 'Glide', 'App Lifecycle', 'Testing', 'Kotlin', 'Notifications', 'MVVM', 'Performance Optimization', 'Firebase', 'Version Control', 'Retrofit', 'Android SDK']"
['devops engineer'],"['Microservices', 'Infrastructure as Code', 'DevOps', 'CI/CD', 'Databases', 'Code Review', 'Programming', 'Web Development', 'Testing', 'System Design', 'Golang', 'API Integration', 'ETL Pipelines']"
['agile project lead'],"['Time Management', 'User Research', 'Budgeting', 'Scheduling', 'Stakeholder Management', 'A/B Testing', 'Communication', 'Reporting', 'Issue Tracking', 'Performance Metrics', 'Scope Management', 'Documentation', 'Google Analytics', 'Project Planning', 'Risk Management', 'Presentation']"
"['software engineer', 'devops engineer']","['Code Review', 'Algorithms', 'Infrastructure as Code', 'System Design', 'Golang', 'Debugging', 'Web Development', 'DevOps', 'Databases', 'Terraform', 'Microservices', 'Docker', 'ETL Pipelines', 'Object-Oriented Design', 'API Integration']"
"['project manager', 'agile project lead']","['Time Management', 'Documentation', 'Stakeholder Management', 'Customer Retention', 'User Research', 'Performance Metrics', 'Scheduling', 'Reporting', 'MS Project', 'Budgeting', 'Issue Tracking', 'Project Planning', 'Wireframing', 'Communication']"
"['android developer', 'mobile application developer']","['Kotlin', 'REST APIs', 'Java', 'Notifications', 'Performance Optimization', 'Bug Fixing', 'XML', 'Android SDK', 'Fragments', 'Version Control', 'MVVM', 'Firebase', 'App Lifecycle', 'Testing', 'Glide']"
"['cloud data engineer', 'software engineer']","['Code Review', 'Debugging', 'Infrastructure as Code', 'Testing', 'Algorithms', 'Microservices', 'Golang', 'API Integration', 'Docker', 'Deployment']"
['devops engineer'],"['Programming', 'Databases', 'Testing', 'Version Control', 'CI/CD', 'System Design', 'Code Review', 'Infrastructure as Code', 'Git', 'Terraform', 'DevOps', 'Deployment', 'Docker', 'Data Structures', 'Golang', 'Algorithms', 'API Integration', 'ETL Pipelines', 'Microservices', 'Object-Oriented Design']"
"['cloud data engineer', 'software engineer']","['Testing', 'Version Control', 'Programming', 'Databases', 'Algorithms', 'ETL Pipelines', 'Debugging', 'Data Structures', 'Git', 'CI/CD', 'Docker', 'Code Review', 'Object-Oriented Design', 'DevOps', 'Golang', 'Terraform']"
['android intern'],"['Kotlin', 'Retrofit', 'Android SDK', 'UI Design', 'Glide', 'Notifications', 'Testing', 'MVVM', 'Bug Fixing', 'Java', 'Performance Optimization', 'Firebase', 'Fragments', 'XML', 'REST APIs']"
['devops engineer'],"['Code Review', 'Testing', 'Programming', 'Git', 'Microservices', 'Version Control', 'DevOps', 'Web Development', 'ETL Pipelines', 'Terraform']"
"['android intern', 'mobile application developer']","['Performance Optimization', 'Java', 'Play Store Deployment', 'MVVM', 'React Native', 'App Lifecycle', 'Bug Fixing', 'REST APIs', 'Firebase', 'Notifications', 'Glide', 'Version Control']"
['software engineer'],"['Programming', 'Version Control', 'Web Development', 'Git', 'Data Structures', 'Databases', 'DevOps', 'Golang', 'API Integration', 'ETL Pipelines', 'Testing']"
"['assistant project manager', 'agile project lead']","['Time Management', 'Stakeholder Management', 'Communication', 'Budgeting', 'Risk Management', 'User Research', 'Customer Retention', 'Issue Tracking', 'Team Coordination', 'Wireframing', 'Scheduling', 'Scope Management', 'Documentation', 'MS Project', 'Presentation', 'Google Analytics', 'Project Planning']"
"['agile project lead', 'assistant project manager']","['Presentation', 'Performance Metrics', 'Issue Tracking', 'User Research', 'Stakeholder Management', 'Scheduling', 'Reporting', 'MS Project', 'Project Planning', 'Google Analytics', 'Scope Management', 'Documentation', 'Time Management', 'A/B Testing', 'Communication', 'Budgeting', 'Customer Retention']"
"['machine learning engineer', 'ai researcher']","['Clustering', 'Predictive Modeling', 'Visualization', 'Snowflake', 'Exploratory Data Analysis', 'Deep Learning', 'Python', 'TensorFlow', 'CNN', 'Feature Engineering', 'Dimensionality Reduction', 'RNN', 'PyTorch', 'Data Analysis', 'Tableau', 'SQL']"
"['android intern', 'android developer']","['Version Control', 'Bug Fixing', 'Kotlin', 'Play Store Deployment', 'App Lifecycle', 'Java', 'Testing', 'XML', 'REST APIs', 'Performance Optimization', 'Notifications', 'Android SDK', 'MVVM']"
"['cloud data engineer', 'software engineer']","['Terraform', 'Golang', 'Code Review', 'Algorithms', 'Testing', 'Programming', 'Web Development', 'CI/CD', 'Microservices', 'API Integration', 'Databases', 'ETL Pipelines', 'DevOps']"
"['ai researcher', 'data scientist']","['NLP', 'Snowflake', 'Deep Learning', 'Feature Engineering', 'CNN', 'Data Cleaning', 'RNN', 'PyTorch', 'Big Data', 'Tableau']"
['assistant project manager'],"['Team Coordination', 'Wireframing', 'Customer Retention', 'A/B Testing', 'User Research', 'Performance Metrics', 'Presentation', 'Documentation', 'Communication', 'Reporting', 'Budgeting', 'Google Analytics', 'MS Project', 'Risk Management', 'Stakeholder Management', 'Issue Tracking', 'Project Planning', 'Time Management', 'Scheduling', 'Scope Management']"
"['cloud data engineer', 'software engineer']","['CI/CD', 'Microservices', 'ETL Pipelines', 'Object-Oriented Design', 'System Design', 'Git', 'Web Development', 'Debugging', 'Terraform', 'Testing', 'Data Structures', 'Databases', 'Golang', 'Version Control', 'Code Review', 'Docker']"
"['software engineer', 'devops engineer']","['Deployment', 'Git', 'Databases', 'Algorithms', 'ETL Pipelines', 'Docker', 'CI/CD', 'Web Development', 'Programming', 'Data Structures', 'Terraform', 'Testing', 'Golang', 'Debugging', 'Microservices']"
"['mobile application developer', 'android intern']","['React Native', 'Java', 'Bug Fixing', 'Kotlin', 'Retrofit', 'UI Design', 'Glide', 'Testing', 'Firebase', 'Performance Optimization', 'Notifications', 'Android SDK', 'Fragments', 'MVVM', 'XML', 'App Lifecycle', 'Version Control', 'Play Store Deployment']"
['ai researcher'],"['Snowflake', 'Statistics', 'Tableau', 'TensorFlow', 'NLP', 'Python', 'ANN', 'Predictive Modeling', 'RNN', 'Machine Learning', 'PyTorch', 'Data Cleaning', 'Exploratory Data Analysis', 'Dimensionality Reduction', 'Big Data']"
"['machine learning engineer', 'ai researcher']","['Clustering', 'Classification', 'Big Data', 'Exploratory Data Analysis', 'Machine Learning', 'ANN', 'Predictive Modeling', 'Python', 'Statistics', 'Snowflake', 'RNN']"
['android developer'],"['Testing', 'Glide', 'Play Store Deployment', 'Performance Optimization', 'React Native', 'Firebase', 'Notifications', 'Android SDK', 'Version Control', 'Bug Fixing', 'MVVM', 'Java', 'Retrofit', 'UI Design', 'App Lifecycle', 'REST APIs', 'Kotlin', 'XML', 'Fragments']"
"['ai researcher', 'data scientist']","['Tableau', 'CNN', 'NLP', 'Exploratory Data Analysis', 'Feature Engineering', 'Deep Learning', 'Statistics', 'Regression', 'Visualization', 'PyTorch', 'Data Cleaning', 'Big Data', 'SQL', 'Clustering', 'Snowflake', 'Dimensionality Reduction', 'RNN', 'ANN', 'Data Analysis', 'TensorFlow']"
"['machine learning engineer', 'ai researcher']","['Exploratory Data Analysis', 'PyTorch', 'Deep Learning', 'NLP', 'Data Cleaning', 'Snowflake', 'CNN', 'Classification', 'Big Data', 'Statistics', 'Visualization', 'Dimensionality Reduction', 'ANN', 'Predictive Modeling', 'Feature Engineering', 'Regression', 'Data Analysis', 'SQL']"
